sample,total_seconds,phase,phase_seconds,reset_count,selected_index,node_grip,node_two_hand,node_primary,dominant_slot,dominant_error,support_error,dominant_finger_distance,support_finger_distance,dominant_finger_readiness,support_finger_readiness,body_self_legal,body_self_illegal_count,collision_pose_legal,collision_path_legal,right_hand_y_forearm_dot,left_hand_y_forearm_dot,right_hand_x_tip_plane_dot,left_hand_x_tip_plane_dot,dominant_hand_y_error,dominant_hand_x_side_error,right_ik_error,left_ik_error,right_hand,right_ik,left_hand,left_ik,weapon_pos,right_index3,right_mid3,right_thumb3,left_index3,left_mid3,left_thumb3
117,1.9167,1,1.9167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
118,1.9333,1,1.9333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
119,1.9500,1,1.9500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
120,1.9667,1,1.9667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
121,1.9833,1,1.9833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
122,2.0000,1,2.0000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
123,2.0167,1,2.0167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
124,2.0333,1,2.0333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
125,2.0500,1,2.0500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
126,2.0667,1,2.0667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
127,2.0833,1,2.0833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
128,2.1000,1,2.1000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
129,2.1167,1,2.1167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
130,2.1333,1,2.1333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
131,2.1500,1,2.1500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
132,2.1667,1,2.1667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
133,2.1833,1,2.1833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
134,2.2000,1,2.2000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
135,2.2167,1,2.2167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
136,2.2333,1,2.2333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
137,2.2500,1,2.2500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
138,2.2667,1,2.2667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
139,2.2833,1,2.2833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
140,2.3000,1,2.3000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
141,2.3167,1,2.3167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
142,2.3333,1,2.3333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
143,2.3500,1,2.3500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
144,2.3667,1,2.3667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
145,2.3833,1,2.3833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
146,2.4000,1,2.4000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
147,2.4167,1,2.4167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
148,2.4333,1,2.4333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
149,2.4500,1,2.4500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
150,2.4667,1,2.4667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
151,2.4833,1,2.4833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
152,2.5000,1,2.5000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
153,2.5167,1,2.5167,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
154,2.5333,1,2.5333,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
155,2.5500,1,2.5500,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
156,2.5667,1,2.5667,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
157,2.5833,1,2.5833,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
158,2.6000,1,2.6000,1,1,grip_normal,two_hand_one_hand,hand_right,hand_right,0.000000,0.595299,0.038084,-1.000000,1.000000,-1.000000,false,3,true,true,0.499782,0.972929,-0.018962,-0.971269,0.500218,1.018962,0.068787,0.041631,"(-0.23918 0.91342 0.29855)","(-0.25882 0.85582 0.33060)","(0.17561 0.84426 -0.02564)","(0.21271 0.85458 -0.04148)","(-0.20532 0.82991 0.28478)","(-0.14172 0.85934 0.30144)","(-0.14863 0.87232 0.27354)","(-0.14315 0.94435 0.33460)","(0.12532 0.69191 -0.06436)","(0.14535 0.69624 -0.09386)","(0.11090 0.75508 -0.04509)"
