sample,total_seconds,phase,phase_seconds,weapon_pos,right_hand,left_hand,right_ik,left_ik,right_target_error,left_target_error,dominant_error,support_error,right_guidance,left_guidance,right_ik_active,left_ik_active
1,0.0000,0,0.0000,"(-0.12591 0.76687 0.12620)","(-0.09673 0.90537 0.19229)","(0.10223 0.86523 -0.14452)","(-0.10375 0.85963 0.19992)","(0.21271 0.85458 -0.04148)",0.046906,0.151448,0.168874,0.699928,true,false,false,false
2,0.0000,1,0.0000,"(-0.12591 0.76687 0.12620)","(0.01591 0.92662 0.25038)","(0.11042 0.86111 -0.13463)","(0.02302 0.87224 0.27067)","(0.21271 0.85458 -0.04148)",0.058478,0.138505,0.221362,0.688451,true,false,false,false
3,0.0167,1,0.0167,"(-0.12591 0.76687 0.12620)","(-0.09925 0.90513 0.19123)","(0.10485 0.86390 -0.14147)","(-0.10651 0.85945 0.19868)","(0.21271 0.85458 -0.04148)",0.046854,0.147374,0.169600,0.696366,true,false,false,false
4,0.0333,1,0.0333,"(-0.12591 0.76687 0.12620)","(-0.09516 0.90547 0.19270)","(0.10310 0.86482 -0.14366)","(-0.10202 0.85967 0.20042)","(0.21271 0.85458 -0.04148)",0.046950,0.150199,0.168282,0.698904,true,false,false,false
5,0.0500,1,0.0500,"(-0.12591 0.76687 0.12620)","(-0.09303 0.90574 0.19379)","(0.10236 0.86522 -0.14459)","(-0.09968 0.85989 0.20168)","(0.21271 0.85458 -0.04148)",0.046997,0.151391,0.167898,0.699986,true,false,false,false
6,0.0667,1,0.0667,"(-0.12591 0.76687 0.12620)","(-0.09681 0.90524 0.19178)","(0.10231 0.86525 -0.14466)","(-0.10384 0.85947 0.19936)","(0.21271 0.85458 -0.04148)",0.046921,0.151484,0.168546,0.700072,true,false,false,false
7,0.0833,1,0.0833,"(-0.12591 0.76687 0.12620)","(-0.10369 0.90436 0.18810)","(0.10228 0.86526 -0.14469)","(-0.11142 0.85870 0.19510)","(0.21271 0.85458 -0.04148)",0.046828,0.151523,0.170004,0.700109,true,false,false,false
8,0.1000,1,0.1000,"(-0.12591 0.76687 0.12620)","(-0.10382 0.90433 0.18798)","(0.10228 0.86527 -0.14469)","(-0.11156 0.85867 0.19497)","(0.21271 0.85458 -0.04148)",0.046829,0.151527,0.169992,0.700112,true,false,false,false
9,0.1167,1,0.1167,"(-0.12591 0.76687 0.12620)","(-0.10437 0.90427 0.18773)","(0.10228 0.86527 -0.14469)","(-0.11217 0.85863 0.19468)","(0.21271 0.85458 -0.04148)",0.046823,0.151527,0.170169,0.700113,true,false,false,false
10,0.1333,1,0.1333,"(-0.12591 0.76687 0.12620)","(-0.10402 0.90430 0.18787)","(0.10228 0.86527 -0.14469)","(-0.11178 0.85865 0.19484)","(0.21271 0.85458 -0.04148)",0.046827,0.151527,0.170041,0.700113,true,false,false,false
11,0.1500,1,0.1500,"(-0.12591 0.76687 0.12620)","(-0.10341 0.90439 0.18825)","(0.10228 0.86527 -0.14469)","(-0.11110 0.85874 0.19528)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169935,0.700113,true,false,false,false
12,0.1667,1,0.1667,"(-0.12591 0.76687 0.12620)","(-0.10330 0.90441 0.18831)","(0.10228 0.86527 -0.14469)","(-0.11099 0.85875 0.19534)","(0.21271 0.85458 -0.04148)",0.046832,0.151527,0.169910,0.700113,true,false,false,false
13,0.1833,1,0.1833,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169963,0.700113,true,false,false,false
14,0.2000,1,0.2000,"(-0.12591 0.76687 0.12620)","(-0.10368 0.90436 0.18810)","(0.10228 0.86527 -0.14469)","(-0.11141 0.85870 0.19511)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170001,0.700113,true,false,false,false
15,0.2167,1,0.2167,"(-0.12591 0.76687 0.12620)","(-0.10324 0.90440 0.18829)","(0.10228 0.86527 -0.14469)","(-0.11092 0.85874 0.19532)","(0.21271 0.85458 -0.04148)",0.046834,0.151527,0.169853,0.700113,true,false,false,false
16,0.2333,1,0.2333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169897,0.700113,true,false,false,false
17,0.2500,1,0.2500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
18,0.2667,1,0.2667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
19,0.2833,1,0.2833,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
20,0.3000,1,0.3000,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
21,0.3167,1,0.3167,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
22,0.3333,1,0.3333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
23,0.3500,1,0.3500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
24,0.3667,1,0.3667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
25,0.3833,1,0.3833,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
26,0.4000,1,0.4000,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
27,0.4167,1,0.4167,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
28,0.4333,1,0.4333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
29,0.4500,1,0.4500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
30,0.4667,1,0.4667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
31,0.4833,1,0.4833,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
32,0.5000,1,0.5000,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
33,0.5167,1,0.5167,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
34,0.5333,1,0.5333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
35,0.5500,1,0.5500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
36,0.5667,1,0.5667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
37,0.5833,1,0.5833,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
38,0.6000,1,0.6000,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
39,0.6167,1,0.6167,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
40,0.6333,1,0.6333,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
41,0.6500,1,0.6500,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
42,0.6667,1,0.6667,"(-0.12591 0.76687 0.12620)","(-0.10325 0.90441 0.18833)","(0.10228 0.86527 -0.14469)","(-0.11093 0.85875 0.19537)","(0.21271 0.85458 -0.04148)",0.046833,0.151527,0.169898,0.700113,true,false,false,false
43,0.6833,1,0.6833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169846,0.700113,true,false,false,false
44,0.7000,1,0.7000,"(-0.12591 0.76687 0.12620)","(-0.09659 0.90527 0.19190)","(0.10228 0.86527 -0.14469)","(-0.10359 0.85949 0.19949)","(0.21271 0.85458 -0.04148)",0.046925,0.151527,0.168497,0.700113,true,false,false,false
45,0.7167,1,0.7167,"(-0.12591 0.76687 0.12620)","(-0.09588 0.90536 0.19228)","(0.10228 0.86527 -0.14469)","(-0.10282 0.85957 0.19993)","(0.21271 0.85458 -0.04148)",0.046938,0.151527,0.168374,0.700113,true,false,false,false
46,0.7333,1,0.7333,"(-0.12591 0.76687 0.12620)","(-0.09448 0.90555 0.19303)","(0.10228 0.86527 -0.14469)","(-0.10127 0.85973 0.20079)","(0.21271 0.85458 -0.04148)",0.046965,0.151527,0.168135,0.700113,true,false,false,false
47,0.7500,1,0.7500,"(-0.12591 0.76687 0.12620)","(-0.09528 0.90544 0.19260)","(0.10228 0.86527 -0.14469)","(-0.10216 0.85964 0.20030)","(0.21271 0.85458 -0.04148)",0.046949,0.151527,0.168272,0.700113,true,false,false,false
48,0.7667,1,0.7667,"(-0.12591 0.76687 0.12620)","(-0.09634 0.90530 0.19203)","(0.10228 0.86527 -0.14469)","(-0.10332 0.85952 0.19965)","(0.21271 0.85458 -0.04148)",0.046929,0.151527,0.168459,0.700113,true,false,false,false
49,0.7833,1,0.7833,"(-0.12591 0.76687 0.12620)","(-0.09922 0.90493 0.19050)","(0.10228 0.86527 -0.14469)","(-0.10649 0.85920 0.19787)","(0.21271 0.85458 -0.04148)",0.046882,0.151527,0.169013,0.700113,true,false,false,false
50,0.8000,1,0.8000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169285,0.700113,true,false,false,false
51,0.8167,1,0.8167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
52,0.8333,1,0.8333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
53,0.8500,1,0.8500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
54,0.8667,1,0.8667,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168771,0.700113,true,false,false,false
55,0.8833,1,0.8833,"(-0.12591 0.76687 0.12620)","(-0.10046 0.90477 0.18983)","(0.10228 0.86527 -0.14469)","(-0.10786 0.85906 0.19710)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169272,0.700113,true,false,false,false
56,0.9000,1,0.9000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
57,0.9167,1,0.9167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
58,0.9333,1,0.9333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
59,0.9500,1,0.9500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
60,0.9667,1,0.9667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
61,0.9833,1,0.9833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
62,1.0000,1,1.0000,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168771,0.700113,true,false,false,false
63,1.0167,1,1.0167,"(-0.12591 0.76687 0.12620)","(-0.09599 0.90535 0.19222)","(0.10228 0.86527 -0.14469)","(-0.10293 0.85956 0.19986)","(0.21271 0.85458 -0.04148)",0.046936,0.151527,0.168392,0.700113,true,false,false,false
64,1.0333,1,1.0333,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168775,0.700113,true,false,false,false
65,1.0500,1,1.0500,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
66,1.0667,1,1.0667,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
67,1.0833,1,1.0833,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
68,1.1000,1,1.1000,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
69,1.1167,1,1.1167,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
70,1.1333,1,1.1333,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
71,1.1500,1,1.1500,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
72,1.1667,1,1.1667,"(-0.12591 0.76687 0.12620)","(-0.10020 0.90480 0.18997)","(0.10228 0.86527 -0.14469)","(-0.10757 0.85909 0.19726)","(0.21271 0.85458 -0.04148)",0.046868,0.151527,0.169216,0.700113,true,false,false,false
73,1.1833,1,1.1833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
74,1.2000,1,1.2000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
75,1.2167,1,1.2167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
76,1.2333,1,1.2333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
77,1.2500,1,1.2500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
78,1.2667,1,1.2667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
79,1.2833,1,1.2833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
80,1.3000,1,1.3000,"(-0.12591 0.76687 0.12620)","(-0.10397 0.90432 0.18795)","(0.10228 0.86527 -0.14469)","(-0.11172 0.85867 0.19493)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170071,0.700113,true,false,false,false
81,1.3167,1,1.3167,"(-0.12591 0.76687 0.12620)","(-0.10392 0.90431 0.18792)","(0.10228 0.86527 -0.14469)","(-0.11167 0.85866 0.19490)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170018,0.700113,true,false,false,false
82,1.3333,1,1.3333,"(-0.12591 0.76687 0.12620)","(-0.10385 0.90434 0.18801)","(0.10228 0.86527 -0.14469)","(-0.11159 0.85869 0.19500)","(0.21271 0.85458 -0.04148)",0.046827,0.151527,0.170041,0.700113,true,false,false,false
83,1.3500,1,1.3500,"(-0.12591 0.76687 0.12620)","(-0.10412 0.90429 0.18781)","(0.10228 0.86527 -0.14469)","(-0.11189 0.85864 0.19478)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170066,0.700113,true,false,false,false
84,1.3667,1,1.3667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
85,1.3833,1,1.3833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
86,1.4000,1,1.4000,"(-0.12591 0.76687 0.12620)","(-0.10052 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169282,0.700113,true,false,false,false
87,1.4167,1,1.4167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
88,1.4333,1,1.4333,"(-0.12591 0.76687 0.12620)","(-0.09844 0.90503 0.19091)","(0.10228 0.86527 -0.14469)","(-0.10563 0.85929 0.19835)","(0.21271 0.85458 -0.04148)",0.046894,0.151527,0.168852,0.700113,true,false,false,false
89,1.4500,1,1.4500,"(-0.12591 0.76687 0.12620)","(-0.09474 0.90551 0.19289)","(0.10228 0.86527 -0.14469)","(-0.10155 0.85970 0.20063)","(0.21271 0.85458 -0.04148)",0.046961,0.151527,0.168175,0.700113,true,false,false,false
90,1.4667,1,1.4667,"(-0.12591 0.76687 0.12620)","(-0.09674 0.90525 0.19182)","(0.10228 0.86527 -0.14469)","(-0.10376 0.85948 0.19940)","(0.21271 0.85458 -0.04148)",0.046922,0.151527,0.168532,0.700113,true,false,false,false
91,1.4833,1,1.4833,"(-0.12591 0.76687 0.12620)","(-0.09499 0.90548 0.19276)","(0.10228 0.86527 -0.14469)","(-0.10183 0.85967 0.20048)","(0.21271 0.85458 -0.04148)",0.046955,0.151527,0.168219,0.700113,true,false,false,false
92,1.5000,1,1.5000,"(-0.12591 0.76687 0.12620)","(-0.09707 0.90521 0.19164)","(0.10228 0.86527 -0.14469)","(-0.10413 0.85944 0.19919)","(0.21271 0.85458 -0.04148)",0.046916,0.151527,0.168593,0.700113,true,false,false,false
93,1.5167,1,1.5167,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168775,0.700113,true,false,false,false
94,1.5333,1,1.5333,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
95,1.5500,1,1.5500,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
96,1.5667,1,1.5667,"(-0.12591 0.76687 0.12620)","(-0.09803 0.90508 0.19113)","(0.10228 0.86527 -0.14469)","(-0.10518 0.85933 0.19860)","(0.21271 0.85458 -0.04148)",0.046900,0.151527,0.168774,0.700113,true,false,false,false
97,1.5833,1,1.5833,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046863,0.151527,0.169286,0.700113,true,false,false,false
98,1.6000,1,1.6000,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
99,1.6167,1,1.6167,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
100,1.6333,1,1.6333,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
101,1.6500,1,1.6500,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
102,1.6667,1,1.6667,"(-0.12591 0.76687 0.12620)","(-0.10053 0.90476 0.18979)","(0.10228 0.86527 -0.14469)","(-0.10793 0.85906 0.19706)","(0.21271 0.85458 -0.04148)",0.046864,0.151527,0.169284,0.700113,true,false,false,false
103,1.6833,1,1.6833,"(-0.12591 0.76687 0.12620)","(-0.10393 0.90433 0.18797)","(0.10228 0.86527 -0.14469)","(-0.11168 0.85868 0.19496)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170061,0.700113,true,false,false,false
104,1.7000,1,1.7000,"(-0.12591 0.76687 0.12620)","(-0.10366 0.90435 0.18806)","(0.10228 0.86527 -0.14469)","(-0.11138 0.85869 0.19506)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169954,0.700113,true,false,false,false
