sample,total_seconds,press,press_seconds,focus,selected_index,node_grip,node_tip,node_pommel,resolved_tip,resolved_pommel,display_tip,display_pommel,weapon_pos,weapon_step,weapon_basis_step_degrees,dominant_error,dominant_finger_distance,dominant_readiness,collision_pose_legal,body_self_legal,right_hand_y_forearm_dot,left_hand_y_forearm_dot,right_hand_x_tip_plane_dot,left_hand_x_tip_plane_dot
148,2.4500,3,0.4500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
149,2.4667,3,0.4667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
150,2.4833,3,0.4833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
151,2.5000,3,0.5000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
152,2.5167,3,0.5167,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
153,2.5333,3,0.5333,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
154,2.5500,3,0.5500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
155,2.5667,3,0.5667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
156,2.5833,3,0.5833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
157,2.6000,3,0.6000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
158,2.6167,3,0.6167,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
159,2.6333,3,0.6333,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
160,2.6500,3,0.6500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
161,2.6667,3,0.6667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
162,2.6833,3,0.6833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
163,2.7000,3,0.7000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
164,2.7167,3,0.7167,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
165,2.7333,3,0.7333,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
166,2.7500,3,0.7500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
167,2.7667,3,0.7667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
168,2.7833,3,0.7833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
169,2.8000,3,0.8000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
170,2.8167,3,0.8167,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
171,2.8333,3,0.8333,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
172,2.8500,3,0.8500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
173,2.8667,3,0.8667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
174,2.8833,3,0.8833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
175,2.9000,3,0.9000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
176,2.9167,3,0.9167,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
177,2.9333,3,0.9333,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
178,2.9500,3,0.9500,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
179,2.9667,3,0.9667,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
180,2.9833,3,0.9833,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
181,3.0000,3,1.0000,pommel,1,grip_normal,(0.13569 -2.04885 1.35860),(0.00137 0.80146 1.70977),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.03088 -2.07270 1.63661),(-0.16521 0.77761 1.98778),(-0.22473 1.92136 -0.16104),0.000000,0.000000,0.220724,0.068799,0.982327,true,true,1.000000,0.972929,0.999611,-0.998110
